application_id,brand_name,class_type,alcohol_content,proof,net_contents,bottler_producer,country_of_origin,government_warning,image_filename,expected_outcome
BATCH-COLA-2026-180,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-181,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-182,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-183,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-184,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-185,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-186,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-187,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-188,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-189,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-190,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-191,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-192,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-193,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-194,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-195,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-196,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-197,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-198,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-199,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-200,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-201,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-202,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-203,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-204,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-205,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-206,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-207,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-208,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-209,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-210,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-211,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-212,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-213,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-214,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-215,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-216,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-217,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-218,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-219,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-220,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
BATCH-COLA-2026-221,HIGHLAND RESERVE,KENTUCKY STRAIGHT BOURBON WHISKEY,45.0%,90,750 ML,"HIGHLAND DISTILLING CO., LOUISVILLE, KY",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",whiskey_pass.png,PASS
BATCH-COLA-2026-222,CHATEAU BELLEVIEW,RED WINE,14.8%,N/A,750 ML,"BELLEVIEW VINEYARDS, NAPA, CA",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",wine_reject.png,REJECT
BATCH-COLA-2026-223,EL TEQUILEÑO REPOSADO,TEQUILA REPOSADO,40.0%,80,750 ML,"AGAVE REAL S.A. DE C.V., JALISCO",PRODUCT OF MEXICO,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",tequila_review.png,NEEDS REVIEW
BATCH-COLA-2026-224,OAK & HOPS CRAFT IPA,BEER,6.5%,N/A,12 FL OZ,"OAK BREWING CO., PORTLAND, OR",PRODUCT OF USA,"GOVERNMENT WARNING: (1) ACCORDING TO THE SURGEON GENERAL, WOMEN SHOULD NOT DRINK ALCOHOLIC BEVERAGES DURING PREGNANCY BECAUSE OF THE RISK OF BIRTH DEFECTS. (2) CONSUMPTION OF ALCOHOLIC BEVERAGES IMPAIRS YOUR ABILITY TO DRIVE A CAR OR OPERATE MACHINERY, AND MAY CAUSE HEALTH PROBLEMS.",beer_reject.png,REJECT
